Timestamp,Frame,Raw_gaze,Smooth_gaze,Horiz_Pos,Vert_Pos,Warmup_Frames
11.300,113,UP,UP,0.482,15.857,NONE
11.400,114,UP,UP,0.485,15.799,NONE
11.500,115,UP,UP,0.482,15.633,NONE
11.600,116,UP,UP,0.482,15.455,NONE
11.700,117,UP,UP,0.480,15.571,NONE
11.800,118,UP,UP,0.478,15.527,NONE
11.900,119,UP,UP,0.484,15.799,NONE
12.000,120,UP,UP,0.478,15.548,NONE
12.100,121,UP,UP,0.479,16.031,NONE
12.200,122,UP,UP,0.482,15.787,NONE
12.300,123,UP,UP,0.480,15.461,NONE
12.400,124,UP,UP,0.473,16.009,NONE
12.500,125,UP,UP,0.474,15.680,NONE
12.600,126,UP,UP,0.467,15.229,NONE
12.700,127,UP,UP,0.471,15.791,NONE
12.800,128,UP,UP,0.472,15.153,NONE
12.900,129,UP,UP,0.473,15.497,NONE
13.000,130,UP,UP,0.471,15.565,NONE
13.100,131,UP,UP,0.478,15.749,NONE
13.200,132,UP,UP,0.477,15.296,NONE
13.300,133,UP,UP,0.471,16.017,NONE
13.400,134,UP,UP,0.476,15.984,NONE
13.500,135,UP,UP,0.481,15.299,NONE
13.600,136,UP,UP,0.482,15.855,NONE
13.700,137,UP,UP,0.483,15.996,NONE
13.800,138,UP,UP,0.478,15.469,NONE
13.900,139,UP,UP,0.485,15.868,NONE
14.000,140,UP,UP,0.486,15.672,NONE
14.100,141,UP,UP,0.484,15.285,NONE
14.200,142,UP,UP,0.477,15.185,NONE
